iter	MultiClass
251	0.0006133730279
252	0.0005995256075
253	0.0005991000581
254	0.000597777239
255	0.0005965560752
256	0.0005962097783
257	0.0005949096535
258	0.0005945467836
259	0.000593279204
260	0.0005803227072
261	0.0005791703851
262	0.0005786279029
263	0.0005772216222
264	0.0005659857454
265	0.0005579911803
266	0.0005482404953
267	0.0005478655133
268	0.0005458088702
269	0.0005445048552
270	0.0005434835797
271	0.000542879305
272	0.0005416649295
273	0.0005406663958
274	0.0005403806358
275	0.0005389001452
276	0.0005384475758
277	0.0005372630454
278	0.0005361685848
279	0.0005348174707
280	0.000534234585
281	0.0005327381874
282	0.000531714674
283	0.0005307172553
284	0.0005294526953
285	0.0005279042846
286	0.0005275330813
287	0.0005271952281
288	0.0005173845743
289	0.0005163108735
290	0.0005147903818
291	0.0005136206746
292	0.0005127300191
293	0.0005118959271
294	0.0005115089273
295	0.0005108175818
296	0.0005098929623
297	0.0005085680471
298	0.0005082184481
299	0.0005071770175
300	0.0005060068919
301	0.0005052981125
302	0.0004987060911
303	0.0004887451555
304	0.0004880638135
305	0.0004820200963
306	0.0004811414085
307	0.0004806995293
308	0.0004802294984
309	0.0004718419327
310	0.0004713300141
311	0.0004707085793
312	0.0004703479199
313	0.0004695781319
314	0.0004639849985
315	0.0004631318016
316	0.000455359963
317	0.0004546510565
318	0.0004539092741
319	0.0004535043902
320	0.0004531818599
321	0.0004528762247
322	0.0004522337143
323	0.000452001689
324	0.0004514623991
325	0.0004462751734
326	0.0004453553022
327	0.0004450388394
328	0.0004444653897
329	0.0004441949733
330	0.0004392351802
331	0.0004364040669
332	0.0004359946154
333	0.000435369547
334	0.0004348751257
335	0.0004341313684
336	0.0004336276443
337	0.0004330464556
338	0.0004323813378
339	0.0004319917297
340	0.0004314406394
341	0.0004267767105
342	0.0004265188154
343	0.0004258345937
344	0.0004254100451
345	0.0004248492807
346	0.0004244275232
347	0.0004235713267
348	0.0004233656924
349	0.000422904804
350	0.0004160224699
351	0.0004157469299
352	0.000408375537
353	0.0004076058489
354	0.0004027809907
355	0.0004019709842
356	0.0004017862188
357	0.0004010279798
358	0.0004006880165
359	0.0003999896957
360	0.0003997082629
361	0.0003995341144
362	0.0003992063128
363	0.0003988898359
364	0.0003969392139
365	0.0003967591868
366	0.0003964451242
367	0.0003961555706
368	0.0003902383073
369	0.0003900465143
370	0.0003893455341
371	0.0003891208874
372	0.0003886735472
373	0.000388072339
374	0.0003874810633
375	0.0003868929236
376	0.0003804479583
377	0.0003765731671
378	0.0003763957534
379	0.0003762273802
380	0.0003702313576
381	0.000369796806
382	0.0003691077988
383	0.0003685825261
384	0.0003681543461
385	0.0003679624777
386	0.0003675492091
387	0.0003673129379
388	0.0003667029552
389	0.0003662185581
390	0.0003657045566
391	0.0003621018234
392	0.0003616213238
393	0.0003613497063
394	0.0003611898511
395	0.0003609151974
396	0.0003607596345
397	0.0003605504288
398	0.0003603362296
399	0.0003560466072
400	0.0003557382797
401	0.0003522992821
402	0.0003516293029
403	0.0003514212289
404	0.0003508286331
405	0.0003504779463
406	0.0003500525537
407	0.0003477884892
408	0.0003475044823
409	0.0003469990016
410	0.0003466453584
411	0.0003462189254
412	0.0003459823711
413	0.000345574724
414	0.0003449059196
415	0.0003396351002
416	0.0003392330888
417	0.0003388956164
418	0.0003352841178
419	0.0003349398721
420	0.0003345690911
421	0.0003340906116
422	0.0003337657605
423	0.0003334763078
424	0.0003330716334
425	0.0003326989624
426	0.0003325703846
427	0.0003324476534
428	0.0003320278149
429	0.0003289030608
430	0.0003241233478
431	0.0003239935475
432	0.0003236323769
433	0.0003233346404
434	0.0003228393306
435	0.0003225916177
436	0.0003222426621
437	0.0003218282042
438	0.000318903273
439	0.0003186611141
440	0.0003141830943
441	0.0003138750538
442	0.0003134083152
443	0.0003128491486
444	0.0003101049779
445	0.0003099111561
446	0.0003072622828
447	0.0003047039483
448	0.0003043897614
449	0.0003040014862
450	0.000303800077
451	0.0003022121033
452	0.0003020238303
453	0.0003016399366
454	0.0003013347049
455	0.0003010100998
456	0.0003007445948
457	0.0003003732099
458	0.0002998302119
459	0.0002957770755
460	0.000295582796
461	0.0002951644851
462	0.0002948906389
463	0.0002925295844
464	0.0002921801038
465	0.0002909954864
466	0.0002907800964
467	0.0002869737686
468	0.000286565578
469	0.0002862005665
470	0.0002858999465
471	0.0002855954889
472	0.000285482455
473	0.0002832782057
474	0.0002820069208
475	0.0002817421139
476	0.0002814200556
477	0.0002804356329
478	0.000280180151
479	0.0002774707531
480	0.000277314959
481	0.0002770875526
482	0.0002768152566
483	0.0002764882088
484	0.0002744190073
485	0.0002740747796
486	0.0002737435826
487	0.0002728834142
488	0.0002726701625
489	0.0002723760787
490	0.0002689634135
491	0.0002685947978
492	0.0002684777853
493	0.0002682554974
494	0.0002680507738
495	0.0002678954712
496	0.0002677422891
497	0.0002676379427
498	0.000267434966
499	0.0002670827737
500	0.00026671013
501	0.0002666163285
502	0.0002663416593
503	0.0002633257461
504	0.0002619355082
505	0.0002616782736
506	0.0002607981397
507	0.0002605976666
508	0.0002603132274
509	0.000260048712
510	0.0002598124248
511	0.0002585570366
512	0.0002564702821
513	0.0002562049755
514	0.0002559327939
515	0.0002557074947
516	0.0002555578072
517	0.0002553484005
518	0.0002552479111
519	0.0002550104067
520	0.0002547536057
521	0.0002546195905
522	0.0002545285535
523	0.0002543005904
524	0.0002541824935
525	0.0002540079327
526	0.0002537635409
527	0.0002534084693
528	0.0002531870662
529	0.0002529729977
530	0.0002527431781
531	0.0002508979018
532	0.0002507728007
533	0.0002506486667
534	0.0002476714019
535	0.0002475183611
536	0.0002449196073
537	0.0002446762847
538	0.0002429570325
539	0.0002428799618
540	0.0002427467641
541	0.000242649174
542	0.0002424767055
543	0.0002423940467
544	0.0002421942073
545	0.0002421118707
546	0.0002419004278
547	0.0002416797579
548	0.0002415989069
549	0.0002413426895
550	0.0002411221622
551	0.0002409301667
552	0.0002406623874
553	0.0002389911629
554	0.0002388261264
555	0.000238575803
556	0.0002384959061
557	0.0002384352575
558	0.0002382080123
559	0.0002380519627
560	0.0002367108561
561	0.000236501168
562	0.0002340984522
563	0.0002340120265
564	0.000233168309
565	0.0002329793823
566	0.0002327891867
567	0.0002325804106
568	0.0002323047616
569	0.0002321083951
570	0.0002295287587
571	0.0002294591957
572	0.0002292739211
573	0.000229037651
574	0.0002289170155
575	0.0002286277666
576	0.0002284443467
577	0.0002283912762
578	0.0002282554917
579	0.0002280896596
580	0.0002278865284
581	0.0002277476267
582	0.0002275561066
583	0.0002250723161
584	0.0002249225762
585	0.0002247731084
586	0.000224591475
587	0.0002221975827
588	0.0002219997456
589	0.0002218212536
590	0.0002217207557
591	0.0002215923577
592	0.0002214653642
593	0.0002199870912
594	0.0002177075563
595	0.0002175617972
596	0.0002173924481
597	0.0002172761006
598	0.00021721045
599	0.0002158007592
600	0.0002155418792
601	0.0002153466055
602	0.0002151574145
603	0.0002150171798
604	0.0002143709316
605	0.0002130120168
606	0.0002129065924
607	0.0002109394421
608	0.0002107721064
609	0.0002086838762
610	0.0002085431983
611	0.0002083743103
612	0.0002082345056
613	0.0002081132977
614	0.0002068352746
615	0.0002067373238
616	0.0002065612713
617	0.0002045665443
618	0.0002044865566
619	0.0002043644251
620	0.0002031415152
621	0.0002030520537
622	0.0002030039492
623	0.0002028507357
624	0.0002027427935
625	0.000202666351
626	0.000202500111
627	0.0002023914019
628	0.0002022748765
629	0.0002022238882
630	0.0002004553508
631	0.0002003409315
632	0.0002001911374
633	0.0002000949414
634	0.000200005804
635	0.0001998876629
636	0.0001997765077
637	0.0001996705348
638	0.0001995633423
639	0.0001994181723
640	0.0001993384888
641	0.0001991863299
642	0.0001990419227
643	0.0001989930354
644	0.0001989110298
645	0.0001988426694
646	0.0001975279074
647	0.0001957049738
648	0.000195490103
649	0.0001954287695
650	0.0001937962629
651	0.000192662836
652	0.0001924929255
653	0.0001909253302
654	0.0001908034383
655	0.0001906525817
656	0.0001905364172
657	0.0001904811027
658	0.0001903457867
659	0.0001902227681
660	0.0001895108513
661	0.0001893959966
662	0.0001892401314
663	0.0001887398141
664	0.0001886358629
665	0.0001885006978
666	0.0001883559797
667	0.00018816079
668	0.0001880538939
669	0.0001879903754
670	0.0001878265031
671	0.0001877138007
672	0.0001876760305
673	0.0001875799306
674	0.0001874944945
675	0.0001874090213
676	0.0001872878148
677	0.0001871943359
678	0.0001871044889
679	0.0001869816969
680	0.0001868307798
681	0.0001853304685
682	0.0001851750803
683	0.0001850067471
684	0.0001849233966
685	0.0001848050687
686	0.0001846530127
687	0.0001845996114
688	0.0001844897199
689	0.0001843317893
690	0.0001842105287
691	0.0001841111913
692	0.0001830788438
693	0.0001829249008
694	0.0001827907711
695	0.0001827380475
696	0.0001826842783
697	0.0001825965052
698	0.0001824986674
699	0.0001823586396
700	0.0001813082061
701	0.000181216962
702	0.0001796390604
703	0.0001795539955
704	0.0001794821346
705	0.0001793872567
706	0.0001783795797
707	0.0001782831818
708	0.0001781695577
709	0.0001781037977
710	0.0001771195304
711	0.0001769802295
712	0.0001768969268
713	0.0001768380394
714	0.0001766794137
715	0.000176630696
716	0.0001764866189
717	0.0001755246266
718	0.0001754445199
719	0.0001753673252
720	0.0001753230241
721	0.0001752170134
722	0.0001750579761
723	0.0001750048015
724	0.0001736621968
725	0.0001735562303
726	0.0001726275631
727	0.0001711920455
728	0.0001710991696
729	0.000170988855
730	0.0001709599956
731	0.0001709303713
732	0.0001708861926
733	0.0001708563589
734	0.000170815575
735	0.0001707642431
736	0.0001706890766
737	0.0001705944837
738	0.0001704597805
739	0.0001704263091
740	0.0001703517271
741	0.0001699435902
742	0.0001698458891
743	0.0001697342594
744	0.0001696380974
745	0.0001695609068
746	0.0001694313491
747	0.0001693485236
748	0.0001693145747
749	0.0001684272082
750	0.0001675593005
751	0.0001675162619
752	0.0001674291568
753	0.0001673576773
754	0.0001672490327
755	0.0001671910696
756	0.0001670953737
757	0.0001669989299
758	0.0001669249053
759	0.0001660753814
760	0.000166037493
761	0.0001659111953
762	0.0001657834894
763	0.0001656567694
764	0.000165273608
765	0.0001651770461
766	0.0001650828392
767	0.0001649946759
768	0.0001641697988
769	0.0001640951289
770	0.0001639736063
771	0.0001639378111
772	0.0001638595147
773	0.0001630519191
774	0.0001630102172
775	0.0001629369249
776	0.000162833687
777	0.0001615129967
778	0.0001614790157
779	0.000161388169
780	0.0001612862662
781	0.0001612148574
782	0.0001611399837
783	0.0001610682475
784	0.0001597846416
785	0.0001596730401
786	0.0001595849581
787	0.0001594981756
788	0.0001594061909
789	0.0001593827763
790	0.0001592810599
791	0.0001591674228
792	0.0001591041291
793	0.0001590110745
794	0.000158940725
795	0.0001583661686
796	0.0001572330754
797	0.0001571913995
798	0.0001571067751
799	0.0001570231792
800	0.0001569650815
801	0.0001557549859
802	0.0001556718037
803	0.0001555869163
804	0.0001554846928
805	0.0001554228079
806	0.0001553527682
807	0.0001542717046
808	0.000153533424
809	0.0001535033288
810	0.0001534261752
811	0.0001533081727
812	0.0001532059222
813	0.0001524827463
814	0.0001524435439
815	0.0001524059251
816	0.0001523499799
817	0.0001522817549
818	0.0001521747484
819	0.0001521305682
820	0.0001520948557
821	0.0001520318755
822	0.0001519396243
823	0.0001518531425
824	0.0001518048282
825	0.0001517415316
826	0.0001516843875
827	0.0001516079093
828	0.0001515712262
829	0.0001514700452
830	0.0001513497136
831	0.0001510207339
832	0.0001509612067
833	0.0001509233623
834	0.000150854575
835	0.0001508133124
836	0.0001507567205
837	0.0001507119499
838	0.0001506522463
839	0.000150586471
840	0.00015055309
841	0.0001504878676
842	0.0001504176978
843	0.0001503348761
844	0.0001503070964
845	0.0001502302226
846	0.0001501577147
847	0.0001501111678
848	0.0001500456787
849	0.000150004354
850	0.0001498790235
851	0.0001498462742
852	0.0001497885541
853	0.0001497077917
854	0.0001489628027
855	0.0001482606327
856	0.0001478258394
857	0.0001471438028
858	0.0001464225109
859	0.0001463652087
860	0.0001462937327
861	0.0001462237434
862	0.0001461858354
863	0.0001461309327
864	0.0001460970207
865	0.0001460031073
866	0.0001459344811
867	0.0001458732292
868	0.0001454451231
869	0.0001447784511
870	0.0001447087431
871	0.0001446549535
872	0.0001446168782
873	0.000144555768
874	0.000144448158
875	0.0001433943822
876	0.0001433111485
877	0.0001432471494
878	0.000143200118
879	0.0001431238414
880	0.000143084827
881	0.0001430431733
882	0.0001430247036
883	0.0001429690276
884	0.0001423242099
885	0.0001422581893
886	0.0001422115537
887	0.0001421738251
888	0.0001421060016
889	0.0001410879384
890	0.0001410629701
891	0.0001409960722
892	0.0001409429943
893	0.000140319061
894	0.000140252216
895	0.0001401798976
896	0.0001400958957
897	0.0001400334477
898	0.0001399334532
899	0.0001398518307
900	0.000139239835
901	0.0001391789805
902	0.0001391273535
903	0.0001390631922
904	0.00013903216
905	0.0001381335903
906	0.0001380904347
907	0.0001380385984
908	0.0001371611619
909	0.0001371256837
910	0.0001370925887
911	0.000137005757
912	0.0001369543342
913	0.0001368817346
914	0.0001359387009
915	0.0001353355087
916	0.0001352972684
917	0.0001352637096
918	0.0001352013534
919	0.0001351543902
920	0.0001351056465
921	0.0001350547727
922	0.000134226901
923	0.0001341894228
924	0.0001341026581
925	0.0001340731877
926	0.0001340048016
927	0.0001339455229
928	0.0001338603649
929	0.0001336316011
930	0.0001335740014
931	0.000133514312
932	0.000133452336
933	0.0001334176952
934	0.0001333619918
935	0.0001333142886
936	0.0001332798942
937	0.0001332212058
938	0.0001331636251
939	0.0001331059784
940	0.0001330447091
941	0.0001326880216
942	0.0001326501314
943	0.000132606225
944	0.0001325823217
945	0.0001325238713
946	0.0001320596448
947	0.0001320321292
948	0.0001319974548
949	0.0001311096775
950	0.0001310530451
951	0.0001310188059
952	0.0001309785248
953	0.0001309063366
954	0.0001300394715
955	0.0001300109466
956	0.0001299729287
957	0.0001298004056
958	0.0001292569533
959	0.000129231754
960	0.0001291992977
961	0.0001291523599
962	0.0001291308971
963	0.0001290820367
964	0.0001290487717
965	0.0001290148358
966	0.0001284709908
967	0.0001284500829
968	0.0001279251161
969	0.0001278984565
970	0.0001273670573
971	0.000127346995
972	0.0001268249532
973	0.0001267934412
974	0.0001265239243
975	0.0001265027655
976	0.0001264782973
977	0.0001264176554
978	0.0001259086396
979	0.0001258905719
980	0.0001258198641
981	0.0001257909926
982	0.0001257206228
983	0.0001256491537
984	0.0001251488087
985	0.0001250945881
986	0.000125033473
987	0.0001249968863
988	0.000124970199
989	0.0001249104637
990	0.0001248801135
991	0.000124618075
992	0.0001241051549
993	0.0001240622803
994	0.0001233643681
995	0.0001233114505
996	0.000123269128
997	0.0001232263899
998	0.0001231766914
999	0.0001226928331
